id,type,properties,geometry
7350,Feature,"{'id': '38434', 'modern': '', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '51', 'building': 0, 'accuracy': 2000, 'startyear': -30, 'endyear': 640}","{'type': 'Point', 'coordinates': [30.526478, 39.783017]}"
7351,Feature,"{'id': '38435', 'modern': '', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '51', 'building': 0, 'accuracy': 2000, 'startyear': -30, 'endyear': 640}","{'type': 'Point', 'coordinates': [30.731022, 39.490619]}"
7352,Feature,"{'id': '38436', 'modern': '', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '51', 'building': 0, 'accuracy': 2000, 'startyear': -30, 'endyear': 640}","{'type': 'Point', 'coordinates': [31.354326, 39.265466]}"
7353,Feature,"{'id': '38437', 'modern': '', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '51', 'building': 0, 'accuracy': 2000, 'startyear': 300, 'endyear': 640}","{'type': 'Point', 'coordinates': [31.010549, 38.664184]}"
7354,Feature,"{'id': '38438', 'modern': '', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '51', 'building': 0, 'accuracy': 2000, 'startyear': -30, 'endyear': 300}","{'type': 'Point', 'coordinates': [31.194021, 38.312506]}"
7355,Feature,"{'id': '38439', 'modern': 'Ponte Romano', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '51', 'building': 0, 'accuracy': 2000, 'startyear': -30, 'endyear': 640}","{'type': 'Point', 'coordinates': [9.14749, 40.75386]}"
7356,Feature,"{'id': '38440', 'modern': 'Casal da Várzea', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '51', 'building': 0, 'accuracy': 200, 'startyear': -30, 'endyear': 640}","{'type': 'Point', 'coordinates': [-8.0232, 39.47932]}"
7357,Feature,"{'id': '38441', 'modern': 'Horta do Vinagre', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '51', 'building': 0, 'accuracy': 20, 'startyear': -30, 'endyear': 640}","{'type': 'Point', 'coordinates': [-8.06763, 38.36076]}"
7358,Feature,"{'id': '38442', 'modern': 'Pizões', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '51', 'building': 0, 'accuracy': 2000, 'startyear': -30, 'endyear': 640}","{'type': 'Point', 'coordinates': [-7.51723, 38.077383]}"
7359,Feature,"{'id': '38443', 'modern': 'Ponte dos Três Concelhos', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '51', 'building': 0, 'accuracy': 20, 'startyear': -30, 'endyear': 640}","{'type': 'Point', 'coordinates': [-8.0552, 39.73585]}"
7360,Feature,"{'id': '38444', 'modern': 'Ponte da Ladeira dos Envendos', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '51', 'building': 0, 'accuracy': 20, 'startyear': -30, 'endyear': 640}","{'type': 'Point', 'coordinates': [-7.85145, 39.62421]}"
7361,Feature,"{'id': '38445', 'modern': 'Ponte da Marinha', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '51', 'building': 0, 'accuracy': 2000, 'startyear': -30, 'endyear': 300}","{'type': 'Point', 'coordinates': [-9.006202, 39.056126]}"
7362,Feature,"{'id': '38446', 'modern': 'Ponte da Ribeira das Razas', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '51', 'building': 0, 'accuracy': 20, 'startyear': -30, 'endyear': 640}","{'type': 'Point', 'coordinates': [-7.2289, 39.91672]}"
7363,Feature,"{'id': '38448', 'modern': 'Ponte da Senhora da Azenha', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '51', 'building': 0, 'accuracy': 2000, 'startyear': -30, 'endyear': 640}","{'type': 'Point', 'coordinates': [-7.22846, 39.916891]}"
7364,Feature,"{'id': '38449', 'modern': 'Ponte de Sor', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '51', 'building': 0, 'accuracy': 20, 'startyear': -30, 'endyear': 640}","{'type': 'Point', 'coordinates': [-8.0065835, 39.2467854]}"
7365,Feature,"{'id': '38450', 'modern': 'Ponte de Tôr', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '51', 'building': 0, 'accuracy': 20, 'startyear': -30, 'endyear': 640}","{'type': 'Point', 'coordinates': [-7.989088, 37.191079]}"
7366,Feature,"{'id': '38451', 'modern': 'Ponte do Coadouro', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '51', 'building': 0, 'accuracy': 20, 'startyear': -30, 'endyear': 640}","{'type': 'Point', 'coordinates': [-8.019869, 39.549101]}"
7367,Feature,"{'id': '38452', 'modern': 'Porto da Calçadinha', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '51', 'building': 0, 'accuracy': 2000, 'startyear': -30, 'endyear': 640}","{'type': 'Point', 'coordinates': [-7.95807, 38.43326]}"
7368,Feature,"{'id': '38453', 'modern': 'Ribeira das Taliscas', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '51', 'building': 0, 'accuracy': 20, 'startyear': -30, 'endyear': 640}","{'type': 'Point', 'coordinates': [-7.22669, 40.07208]}"
7369,Feature,"{'id': '38454', 'modern': 'Segura', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '51', 'building': 0, 'accuracy': 20, 'startyear': -30, 'endyear': 640}","{'type': 'Point', 'coordinates': [-6.9817, 39.81739]}"
7370,Feature,"{'id': '38455', 'modern': 'Silves', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '51', 'building': 0, 'accuracy': 2000, 'startyear': -30, 'endyear': 640}","{'type': 'Point', 'coordinates': [-8.438535, 37.18682]}"
7371,Feature,"{'id': '38456', 'modern': 'Sôrinho', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '51', 'building': 0, 'accuracy': 2000, 'startyear': -30, 'endyear': 640}","{'type': 'Point', 'coordinates': [-7.814059, 39.360788]}"
7372,Feature,"{'id': '38457', 'modern': 'Terrugem', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '51', 'building': 0, 'accuracy': 2000, 'startyear': -30, 'endyear': 300}","{'type': 'Point', 'coordinates': [-8.636878, 39.213818]}"
7373,Feature,"{'id': '38458', 'modern': 'Vila Formosa', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '51', 'building': 0, 'accuracy': 20, 'startyear': -30, 'endyear': 640}","{'type': 'Point', 'coordinates': [-7.7856184, 39.2160174]}"
7374,Feature,"{'id': '38459', 'modern': 'Ponte de Vila Ruiva', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '51', 'building': 0, 'accuracy': 20, 'startyear': -30, 'endyear': 300}","{'type': 'Point', 'coordinates': [-7.94599, 38.25974]}"
7375,Feature,"{'id': '38460', 'modern': 'Sarıcakaya', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '51', 'building': 0, 'accuracy': 200, 'startyear': -30, 'endyear': 300}","{'type': 'Point', 'coordinates': [30.6164, 40.03358]}"
7376,Feature,"{'id': '38461', 'modern': '', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '51', 'building': 0, 'accuracy': 2000, 'startyear': -30, 'endyear': 300}","{'type': 'Point', 'coordinates': [27.220635, 40.27955]}"
7377,Feature,"{'id': '38462', 'modern': 'Güvercin Köprüsü', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '51', 'building': 0, 'accuracy': 20, 'startyear': -30, 'endyear': 300}","{'type': 'Point', 'coordinates': [27.6023, 40.2675]}"
7378,Feature,"{'id': '38463', 'modern': '', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '51', 'building': 0, 'accuracy': 2000, 'startyear': -30, 'endyear': 300}","{'type': 'Point', 'coordinates': [29.974286, 40.370988]}"
7379,Feature,"{'id': '38464', 'modern': 'Bridge of Arta', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '51', 'building': 0, 'accuracy': 20, 'startyear': -550, 'endyear': 300}","{'type': 'Point', 'coordinates': [20.9748085, 39.1518336]}"
7380,Feature,"{'id': '38465', 'modern': '', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '51', 'building': 0, 'accuracy': 2000, 'startyear': -30, 'endyear': 300}","{'type': 'Point', 'coordinates': [20.726823, 38.809391]}"
7381,Feature,"{'id': '38466', 'modern': 'Fusha e Kotodesh', 'latin': 'Pons Servili', 'greek': '', 'ancient': 1, 'major': 0, 'type': '51', 'building': 0, 'accuracy': 2000, 'startyear': -30, 'endyear': 640}","{'type': 'Point', 'coordinates': [20.576191, 41.052107]}"
7382,Feature,"{'id': '38467', 'modern': '', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '51', 'building': 0, 'accuracy': 2000, 'startyear': -30, 'endyear': 640}","{'type': 'Point', 'coordinates': [3.237634, 36.775127]}"
7383,Feature,"{'id': '38469', 'modern': 'Esclapes', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '51', 'building': 0, 'accuracy': 20, 'startyear': -30, 'endyear': 640}","{'type': 'Point', 'coordinates': [6.70614, 43.43825]}"
7384,Feature,"{'id': '38470', 'modern': '', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '51', 'building': 0, 'accuracy': 2000, 'startyear': -30, 'endyear': 640}","{'type': 'Point', 'coordinates': [7.959471, 43.850902]}"
7385,Feature,"{'id': '38472', 'modern': 'Kleidi', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '51', 'building': 0, 'accuracy': 200, 'startyear': -30, 'endyear': 300}","{'type': 'Point', 'coordinates': [22.590551, 40.566307]}"
7386,Feature,"{'id': '38473', 'modern': '', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '51', 'building': 0, 'accuracy': 2000, 'startyear': -30, 'endyear': 640}","{'type': 'Point', 'coordinates': [24.037255, 41.01855]}"
7387,Feature,"{'id': '38474', 'modern': '', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '51', 'building': 0, 'accuracy': 2000, 'startyear': -30, 'endyear': 640}","{'type': 'Point', 'coordinates': [24.030089, 41.053099]}"
7388,Feature,"{'id': '38475', 'modern': 'Ancient Bridge', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '51', 'building': 0, 'accuracy': 2000, 'startyear': -550, 'endyear': 640}","{'type': 'Point', 'coordinates': [23.827891, 40.824025]}"
7389,Feature,"{'id': '38476', 'modern': '', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '51', 'building': 0, 'accuracy': 2000, 'startyear': -30, 'endyear': 640}","{'type': 'Point', 'coordinates': [24.77993, 41.012566]}"
7390,Feature,"{'id': '38477', 'modern': '', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '51', 'building': 0, 'accuracy': 2000, 'startyear': -30, 'endyear': 640}","{'type': 'Point', 'coordinates': [26.319847, 40.933968]}"
7391,Feature,"{'id': '38478', 'modern': 'Puente de Tordómar', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '51', 'building': 0, 'accuracy': 20, 'startyear': -30, 'endyear': 640}","{'type': 'Point', 'coordinates': [-3.865, 42.04399]}"
7392,Feature,"{'id': '38479', 'modern': 'Vitorica', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '51', 'building': 0, 'accuracy': 20, 'startyear': -30, 'endyear': 640}","{'type': 'Point', 'coordinates': [-2.9899, 43.11241]}"
7393,Feature,"{'id': '38480', 'modern': 'Mantible', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '51', 'building': 0, 'accuracy': 20, 'startyear': -30, 'endyear': 640}","{'type': 'Point', 'coordinates': [-2.507931, 42.510026]}"
7394,Feature,"{'id': '38481', 'modern': 'Puente romano', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '51', 'building': 0, 'accuracy': 20, 'startyear': -30, 'endyear': 640}","{'type': 'Point', 'coordinates': [-2.7883821, 42.8445513]}"
7395,Feature,"{'id': '38482', 'modern': 'Golmayo', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '51', 'building': 0, 'accuracy': 20, 'startyear': -30, 'endyear': 640}","{'type': 'Point', 'coordinates': [-2.51952, 41.76741]}"
7396,Feature,"{'id': '38483', 'modern': 'Puente de Reparacea', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '51', 'building': 0, 'accuracy': 20, 'startyear': -30, 'endyear': 640}","{'type': 'Point', 'coordinates': [-1.620955, 43.137477]}"
7397,Feature,"{'id': '38484', 'modern': 'Orcoyen', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '51', 'building': 0, 'accuracy': 20, 'startyear': -30, 'endyear': 640}","{'type': 'Point', 'coordinates': [-1.6802046, 42.8180395]}"
7398,Feature,"{'id': '38485', 'modern': 'Pont del Diable', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '51', 'building': 0, 'accuracy': 20, 'startyear': -30, 'endyear': 640}","{'type': 'Point', 'coordinates': [1.93786, 41.47498]}"
7399,Feature,"{'id': '38486', 'modern': 'Tournon-sur-Rhône', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '51', 'building': 0, 'accuracy': 2000, 'startyear': -30, 'endyear': 640}","{'type': 'Point', 'coordinates': [4.788739, 45.063976]}"
7400,Feature,"{'id': '38487', 'modern': 'Pont romain', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '51', 'building': 0, 'accuracy': 20, 'startyear': -30, 'endyear': 640}","{'type': 'Point', 'coordinates': [4.67170891, 44.48857401]}"
7401,Feature,"{'id': '38488', 'modern': 'Romans-sur-Isère', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '51', 'building': 0, 'accuracy': 2000, 'startyear': -30, 'endyear': 300}","{'type': 'Point', 'coordinates': [5.04859, 45.04183]}"
7402,Feature,"{'id': '38489', 'modern': 'Die', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '51', 'building': 0, 'accuracy': 2000, 'startyear': -30, 'endyear': 640}","{'type': 'Point', 'coordinates': [5.373905, 44.749626]}"
7403,Feature,"{'id': '38490', 'modern': 'Albertville', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '51', 'building': 0, 'accuracy': 2000, 'startyear': -30, 'endyear': 640}","{'type': 'Point', 'coordinates': [6.395679, 45.664174]}"
7404,Feature,"{'id': '38491', 'modern': 'Ganggelisteg', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '51', 'building': 0, 'accuracy': 20, 'startyear': -30, 'endyear': 640}","{'type': 'Point', 'coordinates': [9.0898, 47.55856]}"
7405,Feature,"{'id': '38492', 'modern': 'Innbrücke', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '51', 'building': 0, 'accuracy': 200, 'startyear': -30, 'endyear': 640}","{'type': 'Point', 'coordinates': [12.13997, 47.88344]}"
7406,Feature,"{'id': '38493', 'modern': 'Zidani Most', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '51', 'building': 0, 'accuracy': 2000, 'startyear': -30, 'endyear': 640}","{'type': 'Point', 'coordinates': [15.165413, 46.091882]}"
7407,Feature,"{'id': '38494', 'modern': '', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '51', 'building': 0, 'accuracy': 2000, 'startyear': -30, 'endyear': 640}","{'type': 'Point', 'coordinates': [49.810858, 32.065098]}"
7408,Feature,"{'id': '38495', 'modern': '', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '51', 'building': 0, 'accuracy': 2000, 'startyear': -30, 'endyear': 640}","{'type': 'Point', 'coordinates': [51.280998, 30.285271]}"
7409,Feature,"{'id': '38496', 'modern': '', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '51', 'building': 0, 'accuracy': 2000, 'startyear': -30, 'endyear': 300}","{'type': 'Point', 'coordinates': [35.937724, 35.273541]}"
7410,Feature,"{'id': '38498', 'modern': '', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '51', 'building': 0, 'accuracy': 2000, 'startyear': 300, 'endyear': 640}","{'type': 'Point', 'coordinates': [38.819049, 35.941045]}"
7411,Feature,"{'id': '38499', 'modern': 'Caneiras do Roxo', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '51', 'building': 0, 'accuracy': 2000, 'startyear': -30, 'endyear': 640}","{'type': 'Point', 'coordinates': [-8.17094, 38.16327]}"
7412,Feature,"{'id': '38500', 'modern': 'Capela de S. Águeda', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '51', 'building': 0, 'accuracy': 2000, 'startyear': -30, 'endyear': 300}","{'type': 'Point', 'coordinates': [-7.580445, 40.038695]}"
7413,Feature,"{'id': '38501', 'modern': 'Negotin', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '51', 'building': 0, 'accuracy': 2000, 'startyear': -30, 'endyear': 640}","{'type': 'Point', 'coordinates': [22.530599, 44.229272]}"
7414,Feature,"{'id': '38502', 'modern': '', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '51', 'building': 0, 'accuracy': 2000, 'startyear': -30, 'endyear': 640}","{'type': 'Point', 'coordinates': [20.447982, 44.812605]}"
7415,Feature,"{'id': '38503', 'modern': 'Podul peste Someş', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '51', 'building': 0, 'accuracy': 20, 'startyear': -30, 'endyear': 300}","{'type': 'Point', 'coordinates': [23.87458, 47.148]}"
7416,Feature,"{'id': '38504', 'modern': 'Chabris', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '51', 'building': 0, 'accuracy': 200, 'startyear': -30, 'endyear': 640}","{'type': 'Point', 'coordinates': [1.6569, 47.26048]}"
7417,Feature,"{'id': '38506', 'modern': 'Pont romain', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '51', 'building': 0, 'accuracy': 20, 'startyear': -30, 'endyear': 640}","{'type': 'Point', 'coordinates': [3.18214, 46.24821]}"
7418,Feature,"{'id': '38507', 'modern': '', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '51', 'building': 0, 'accuracy': 2000, 'startyear': -330, 'endyear': 640}","{'type': 'Point', 'coordinates': [12.098483, 42.745205]}"
7419,Feature,"{'id': '38508', 'modern': 'Ponte del Diavolo', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '51', 'building': 0, 'accuracy': 20, 'startyear': -330, 'endyear': 640}","{'type': 'Point', 'coordinates': [12.564567, 42.877148]}"
7420,Feature,"{'id': '38509', 'modern': 'Quartignano', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '51', 'building': 0, 'accuracy': 20, 'startyear': -330, 'endyear': 640}","{'type': 'Point', 'coordinates': [13.05895, 43.05426]}"
7421,Feature,"{'id': '38510', 'modern': 'Ponte di Quintodecimo', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '51', 'building': 0, 'accuracy': 20, 'startyear': -330, 'endyear': 640}","{'type': 'Point', 'coordinates': [13.3853921, 42.7631459]}"
7422,Feature,"{'id': '38512', 'modern': 'Puente Romano', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '51', 'building': 0, 'accuracy': 20, 'startyear': -30, 'endyear': 640}","{'type': 'Point', 'coordinates': [-5.6692239, 40.9591112]}"
7423,Feature,"{'id': '38513', 'modern': 'Puente Caparra', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '51', 'building': 0, 'accuracy': 20, 'startyear': -30, 'endyear': 640}","{'type': 'Point', 'coordinates': [-6.1037, 40.1703]}"
7424,Feature,"{'id': '38514', 'modern': '', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '51', 'building': 0, 'accuracy': 2000, 'startyear': -30, 'endyear': 300}","{'type': 'Point', 'coordinates': [40.192657, 38.401723]}"
7425,Feature,"{'id': '38515', 'modern': '', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '51', 'building': 0, 'accuracy': 2000, 'startyear': -30, 'endyear': 300}","{'type': 'Point', 'coordinates': [42.735767, 35.62371]}"
7426,Feature,"{'id': '38516', 'modern': '', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '51', 'building': 0, 'accuracy': 2000, 'startyear': -30, 'endyear': 640}","{'type': 'Point', 'coordinates': [45.946555, 35.134714]}"
7427,Feature,"{'id': '38517', 'modern': '', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '51', 'building': 0, 'accuracy': 2000, 'startyear': 300, 'endyear': 640}","{'type': 'Point', 'coordinates': [47.462884, 34.376467]}"
7428,Feature,"{'id': '38518', 'modern': '', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '51', 'building': 0, 'accuracy': 2000, 'startyear': 300, 'endyear': 640}","{'type': 'Point', 'coordinates': [47.388521, 33.184902]}"
7429,Feature,"{'id': '38519', 'modern': '', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '51', 'building': 0, 'accuracy': 2000, 'startyear': 300, 'endyear': 640}","{'type': 'Point', 'coordinates': [48.1229, 32.391489]}"
7430,Feature,"{'id': '38520', 'modern': 'Die', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '51', 'building': 0, 'accuracy': 2000, 'startyear': -30, 'endyear': 640}","{'type': 'Point', 'coordinates': [5.387004, 44.750735]}"
7431,Feature,"{'id': '39099', 'modern': 'Sainte-Catherine', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '51', 'building': 0, 'accuracy': 20, 'startyear': 200, 'endyear': 0}","{'type': 'Point', 'coordinates': [-3.55222, 48.29972]}"
7432,Feature,"{'id': '39288', 'modern': 'Chalet el Castillo', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '51', 'building': 0, 'accuracy': 200, 'startyear': -30, 'endyear': 640}","{'type': 'Point', 'coordinates': [-6.26856, 38.79083]}"
7433,Feature,"{'id': '39296', 'modern': 'Cinco Puentes', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '51', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [-5.62501, 37.4791]}"
7434,Feature,"{'id': '39355', 'modern': 'Pont des Cinq-Parts', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '51', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [5.666151, 48.212986]}"
7435,Feature,"{'id': '39392', 'modern': 'Reine-Blanche', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '51', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [-0.07708, 47.00836]}"
7436,Feature,"{'id': '39420', 'modern': 'Spoy', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '51', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [4.62547596, 48.22609395]}"
7437,Feature,"{'id': '39421', 'modern': 'Culan', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '51', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [2.3521, 46.5443]}"
7438,Feature,"{'id': '39424', 'modern': 'Pont romain', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '51', 'building': 0, 'accuracy': 200, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [5.289381, 44.43442]}"
7439,Feature,"{'id': '39427', 'modern': 'Ascain', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '51', 'building': 0, 'accuracy': 20, 'startyear': 450, 'endyear': 0}","{'type': 'Point', 'coordinates': [-1.621906, 43.350235]}"
7440,Feature,"{'id': '39447', 'modern': 'Pont romain sur la Brague', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '51', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [7.116738, 43.6105]}"
7441,Feature,"{'id': '41549', 'modern': 'Ponte Tufaro', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '51', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [14.701266, 41.054916]}"
7442,Feature,"{'id': '39704', 'modern': 'Puente Romano de la Malena', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '51', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [-5.8484266, 40.3705362]}"
7443,Feature,"{'id': '39965', 'modern': 'Puente Romano', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '51', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [-2.30894, 42.43727]}"
7444,Feature,"{'id': '39875', 'modern': 'Ambasmestas', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '51', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [-6.9289193, 42.6655108]}"
7445,Feature,"{'id': '39469', 'modern': 'Moulin de Boisseron', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '51', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [4.0814378, 43.7615566]}"
7446,Feature,"{'id': '39474', 'modern': 'Akköprü', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '51', 'building': 0, 'accuracy': 200, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [27.31, 40.3725]}"
7447,Feature,"{'id': '39475', 'modern': 'Arapsu Bridge', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '51', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [30.659346, 36.880906]}"
7448,Feature,"{'id': '39476', 'modern': 'Bridge at Oinoanda', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '51', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [29.561944, 36.825278]}"
7449,Feature,"{'id': '39477', 'modern': ""Constantine's Bridge"", 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '51', 'building': 0, 'accuracy': 20, 'startyear': 258, 'endyear': 0}","{'type': 'Point', 'coordinates': [28.44162, 40.20412]}"
7450,Feature,"{'id': '39478', 'modern': 'Karamagara Bridge', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '51', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [38.658486, 38.924961]}"
7451,Feature,"{'id': '39484', 'modern': 'Pont Serme', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '51', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [3.049148, 43.268714]}"
7452,Feature,"{'id': '39603', 'modern': 'Ponte del Gran Caso', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '51', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [13.587306, 42.832306]}"
