id,type,properties,geometry
2151,Feature,"{'id': '25918', 'modern': 'Boxted', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [0.661585, 51.365147]}"
2152,Feature,"{'id': '25919', 'modern': 'Newbury', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [0.760547, 51.304932]}"
2153,Feature,"{'id': '25920', 'modern': 'Bax Farm', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [0.795547, 51.342506]}"
2154,Feature,"{'id': '25921', 'modern': 'Luddenham', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [0.834871, 51.328159]}"
2155,Feature,"{'id': '25922', 'modern': 'Faversham', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [0.898588, 51.318684]}"
2156,Feature,"{'id': '25923', 'modern': 'Blean', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [1.052402, 51.304878]}"
2157,Feature,"{'id': '25924', 'modern': 'Abbey Farm', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [1.319953, 51.333664]}"
2158,Feature,"{'id': '25925', 'modern': 'Sandwich', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [1.322932, 51.267647]}"
2159,Feature,"{'id': '25926', 'modern': 'Barcombe', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [0.014146, 50.909885]}"
2160,Feature,"{'id': '25927', 'modern': 'Hartfield', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [0.059145, 51.068733]}"
2161,Feature,"{'id': '25928', 'modern': 'Danny', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [-0.179032, 50.9207]}"
2162,Feature,"{'id': '25929', 'modern': 'Preston Park', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [-0.142272, 50.836212]}"
2163,Feature,"{'id': '25930', 'modern': 'Wiggonholt', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [-0.485762, 50.947655]}"
2164,Feature,"{'id': '25931', 'modern': 'Littlehampton', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [-0.525712, 50.814171]}"
2165,Feature,"{'id': '25932', 'modern': 'Northbrook College', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [-0.432573, 50.823208]}"
2166,Feature,"{'id': '25933', 'modern': 'Arundel', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [-0.558872, 50.852894]}"
2167,Feature,"{'id': '25934', 'modern': 'Walberton', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [-0.612338, 50.841671]}"
2168,Feature,"{'id': '25935', 'modern': 'Maidenhead', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [-0.732154, 51.521961]}"
2169,Feature,"{'id': '25936', 'modern': 'Moor Park', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [-0.441053, 51.62978]}"
2170,Feature,"{'id': '25937', 'modern': 'Kings Langley', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [-0.441253, 51.708191]}"
2171,Feature,"{'id': '25938', 'modern': 'Radlett', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [-0.347583, 51.697018]}"
2172,Feature,"{'id': '25939', 'modern': 'Wilmington', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [0.216573, 51.434937]}"
2173,Feature,"{'id': '25940', 'modern': 'Tenters Hill Field', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [0.22353, 51.438942]}"
2174,Feature,"{'id': '25941', 'modern': 'Mucking', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [0.4088, 51.497784]}"
2175,Feature,"{'id': '25942', 'modern': 'Fryerning', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [0.379969, 51.690826]}"
2176,Feature,"{'id': '25943', 'modern': 'Pleshey', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [0.393149, 51.803417]}"
2177,Feature,"{'id': '25944', 'modern': 'Harlow', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [0.145871, 51.792004]}"
2178,Feature,"{'id': '25945', 'modern': 'Little Dunmow', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [0.415277, 51.864567]}"
2179,Feature,"{'id': '25946', 'modern': 'Stebbing Green', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [0.45187, 51.883053]}"
2180,Feature,"{'id': '25947', 'modern': 'Stebbing', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [0.435576, 51.893463]}"
2181,Feature,"{'id': '25948', 'modern': 'Great Tey', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [0.744292, 51.89566]}"
2182,Feature,"{'id': '25949', 'modern': 'West Mersea', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [0.911525, 51.775169]}"
2183,Feature,"{'id': '25950', 'modern': 'Brightlingsea', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [0.986422, 51.829144]}"
2184,Feature,"{'id': '25951', 'modern': 'Park Farm', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [0.893423, 51.845676]}"
2185,Feature,"{'id': '25952', 'modern': 'Little Oakley', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [1.230937, 51.915134]}"
2186,Feature,"{'id': '25953', 'modern': 'Farnham', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [1.466363, 52.172512]}"
2187,Feature,"{'id': '25954', 'modern': 'Tivetshall', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [1.180518, 52.413872]}"
2188,Feature,"{'id': '25955', 'modern': 'Bolwick Hall', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [1.267456, 52.773041]}"
2189,Feature,"{'id': '25956', 'modern': 'Weeting', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [0.615538, 52.45956]}"
2190,Feature,"{'id': '25957', 'modern': 'Feltwell', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [0.503026, 52.500301]}"
2191,Feature,"{'id': '25958', 'modern': 'Great Wilbraham', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [0.278333, 52.194893]}"
2192,Feature,"{'id': '25959', 'modern': 'Teversham', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [0.192618, 52.195526]}"
2193,Feature,"{'id': '25960', 'modern': 'Comberton', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [0.023263, 52.174904]}"
2194,Feature,"{'id': '25961', 'modern': 'Radwell', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [-0.203185, 52.002872]}"
2195,Feature,"{'id': '25962', 'modern': 'Weston', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [-0.149112, 51.961033]}"
2196,Feature,"{'id': '25963', 'modern': 'Wymondley', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [-0.244936, 51.948563]}"
2197,Feature,"{'id': '25964', 'modern': 'Croydon', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [-0.067721, 52.117172]}"
2198,Feature,"{'id': '25965', 'modern': 'Rushey Farm', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [-0.339275, 52.253845]}"
2199,Feature,"{'id': '25966', 'modern': 'Huntingdon', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [-0.186869, 52.326591]}"
2200,Feature,"{'id': '25968', 'modern': 'Ringstead', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [-0.568127, 52.362576]}"
2201,Feature,"{'id': '25967', 'modern': 'Godmanchester', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [-0.156981, 52.325409]}"
2202,Feature,"{'id': '25969', 'modern': 'North Lodge Farm', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [-0.42098, 52.44054]}"
2203,Feature,"{'id': '25970', 'modern': 'Wollaston', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [-0.681005, 52.275688]}"
2204,Feature,"{'id': '25971', 'modern': 'Wollaston ', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [-0.67829, 52.253632]}"
2205,Feature,"{'id': '25972', 'modern': 'Lavendon', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [-0.672209, 52.177589]}"
2206,Feature,"{'id': '25973', 'modern': 'Wootton', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [-0.922655, 52.217093]}"
2207,Feature,"{'id': '25975', 'modern': 'Harpole', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [-1.000169, 52.233059]}"
2208,Feature,"{'id': '25976', 'modern': 'Nether Heyford', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [-1.02545, 52.222031]}"
2209,Feature,"{'id': '25977', 'modern': 'Whitehall Farm', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [-1.064652, 52.216503]}"
2210,Feature,"{'id': '25978', 'modern': 'Stoke Bruerne', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [-0.898714, 52.143417]}"
2211,Feature,"{'id': '25979', 'modern': 'Thornton', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [-0.898886, 52.02375]}"
2212,Feature,"{'id': '25980', 'modern': 'Foxcote', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [-0.949019, 52.01144]}"
2213,Feature,"{'id': '25981', 'modern': 'Mursley', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [-0.789541, 51.965672]}"
2214,Feature,"{'id': '25982', 'modern': 'Byfield', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [-1.261289, 52.186432]}"
2215,Feature,"{'id': '25983', 'modern': 'Chipping Warden', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [-1.255066, 52.129932]}"
2216,Feature,"{'id': '25984', 'modern': 'Hanwell', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [-1.375849, 52.090263]}"
2217,Feature,"{'id': '25985', 'modern': 'Wigginton', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [-1.428098, 51.999092]}"
2218,Feature,"{'id': '25986', 'modern': 'Oaklands Farm', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [-1.450782, 51.847347]}"
2219,Feature,"{'id': '25987', 'modern': 'Fawler', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [-1.46179, 51.849377]}"
2220,Feature,"{'id': '25988', 'modern': 'Brize Lodge', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [-1.508985, 51.834835]}"
2221,Feature,"{'id': '25989', 'modern': 'Asthall', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [-1.562598, 51.798634]}"
2222,Feature,"{'id': '25990', 'modern': 'Widford', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [-1.598363, 51.804604]}"
2223,Feature,"{'id': '25991', 'modern': 'Great Barrington', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [-1.686453, 51.817371]}"
2224,Feature,"{'id': '25992', 'modern': 'Barrington Park', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [-1.705279, 51.822544]}"
2225,Feature,"{'id': '25993', 'modern': 'Great Rissington', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [-1.726469, 51.845341]}"
2226,Feature,"{'id': '25994', 'modern': 'Clear Cupboard', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [-1.809375, 51.840832]}"
2227,Feature,"{'id': '25995', 'modern': 'West Chestle', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [-1.794079, 51.789375]}"
2228,Feature,"{'id': '25996', 'modern': 'Bibury', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [-1.82436, 51.757236]}"
2229,Feature,"{'id': '25997', 'modern': 'Eastleach', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [-1.727591, 51.755432]}"
2230,Feature,"{'id': '25998', 'modern': 'Great Lemhill', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [-1.694505, 51.720737]}"
2231,Feature,"{'id': '25999', 'modern': 'Lechlade', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [-1.688814, 51.706158]}"
2232,Feature,"{'id': '26000', 'modern': 'Kempsford', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [-1.758457, 51.672516]}"
2233,Feature,"{'id': '26001', 'modern': 'Hannington', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [-1.739867, 51.661144]}"
2234,Feature,"{'id': '26002', 'modern': 'Ampney St Peter', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [-1.884911, 51.703365]}"
2235,Feature,"{'id': '26003', 'modern': 'Stanton Fitzwarren', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [-1.751277, 51.610371]}"
2236,Feature,"{'id': '26004', 'modern': 'Starveall Farm', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [-1.627719, 51.532536]}"
2237,Feature,"{'id': '26005', 'modern': 'Chiseldon', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [-1.721459, 51.52713]}"
2238,Feature,"{'id': '26006', 'modern': 'Rudge', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [-1.598823, 51.424725]}"
2239,Feature,"{'id': '26007', 'modern': 'Browns Farm', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [-1.724044, 51.409348]}"
2240,Feature,"{'id': '26008', 'modern': 'Kintbury', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [-1.434854, 51.40202]}"
2241,Feature,"{'id': '26009', 'modern': 'Burghclere', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [-1.308302, 51.338398]}"
2242,Feature,"{'id': '26010', 'modern': 'Appleshaw', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [-1.569466, 51.227158]}"
2243,Feature,"{'id': '26011', 'modern': 'Fyfield', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [-1.578414, 51.250931]}"
2244,Feature,"{'id': '26012', 'modern': 'Hurstbourne Priors', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [-1.362843, 51.245819]}"
2245,Feature,"{'id': '26013', 'modern': 'Tidbury Ring', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [-1.339235, 51.183643]}"
2246,Feature,"{'id': '26014', 'modern': 'Old Alresford', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [-1.170383, 51.097141]}"
2247,Feature,"{'id': '26015', 'modern': 'Micheldever Wood', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [-1.242505, 51.140614]}"
2248,Feature,"{'id': '26016', 'modern': 'Stanchester', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [-1.171293, 51.166031]}"
2249,Feature,"{'id': '26017', 'modern': 'North Waltham', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [-1.18561, 51.205784]}"
2250,Feature,"{'id': '26018', 'modern': 'Fullerton', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [-1.465288, 51.158569]}"
2251,Feature,"{'id': '26019', 'modern': 'Balchester', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [-1.169464, 51.299641]}"
2252,Feature,"{'id': '26020', 'modern': 'Monk Sherborne', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [-1.131498, 51.289654]}"
2253,Feature,"{'id': '26021', 'modern': 'Downes', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': 0, 'endyear': 0}","{'type': 'Point', 'coordinates': [-3.632013, 50.780945]}"
2254,Feature,"{'id': '26022', 'modern': 'Magor', 'latin': '', 'greek': '', 'ancient': 0, 'major': 0, 'type': '14', 'building': 0, 'accuracy': 20, 'startyear': -30, 'endyear': 640}","{'type': 'Point', 'coordinates': [-5.315293, 50.233803]}"
